; Zeus eventmsg.zh-CN.txt (UTF-8)
;REASON PHRASES FOR AUTOMATICALLY TRIGGERED EVENTS

	;Provocation (HIGH BENEVOLENCE/HOSTILITY)
PHRASE_really_benevolent		"由于[leader_name]真的非常喜欢你，"
PHRASE_CONDENSED_ally_conquered_by_rival_initial_announcement 	"[rival_city_name]征服了我们的同盟城市[city_name]！"
PHRASE_CONDENSED_ally_conquered_by_rival_no_reason	  			"N/A"

;********Vassal conquered by rival****************************
PHRASE_vassal_conquered_by_rival_title 					"[rival_city_name]征服了[city_name]！"
PHRASE_vassal_conquered_by_rival_initial_announcement 	"你好，愚蠢的[player_name]。我，[city_name]的执政官[leader_name]，刚刚把你的附庸城[city_name]征服了。我敢肯定他们在我的统治下会过得更好的！"
PHRASE_vassal_conquered_by_rival_no_reason	  			"N/A"

PHRASE_CONDENSED_vassal_conquered_by_rival_title 					"N/A"
PHRASE_CONDENSED_vassal_conquered_by_rival_initial_announcement 	"[rival_city_name]征服了我们的附庸城[city_name]！"
PHRASE_CONDENSED_vassal_conquered_by_rival_no_reason	  			"N/A"

;********Colony conquered by rival****************************
PHRASE_colony_conquered_by_rival_title 					"[rival_city_name]征服了[city_name]！"
PHRASE_colony_conquered_by_rival_initial_announcement 	"大事不好，[player_name]！我们忠心的殖民地[city_name]被可恶的敌对城市[rival_city_name]征服了。听命于[rival_city_name]后，[city_name]无法再于我们进行贸易了！"
PHRASE_colony_conquered_by_rival_no_reason	  			"N/A"

PHRASE_CONDENSED_colony_conquered_by_rival_title 					"N/A"
PHRASE_CONDENSED_colony_conquered_by_rival_initial_announcement 	"[rival_city_name]征服了我们的殖民地[city_name]！"
PHRASE_CONDENSED_colony_conquered_by_rival_no_reason	  			"N/A"

;********Colony restored****************************
PHRASE_colony_restored_title 					"[city_name]被收复"
PHRASE_colony_restored_initial_announcement 	"今天是一个伟大的日子，[player_name]。我们被敌人夺去的殖民地[city_name]今天重新回到我们的怀抱！一切都恢复到以前的状态。"
PHRASE_colony_restored_no_reason	  			"N/A"

PHRASE_CONDENSED_colony_restored_title 					"N/A"
PHRASE_CONDENSED_colony_restored_initial_announcement 	"[city_name]被收复。"
PHRASE_CONDENSED_colony_restored_no_reason	  			"N/A"

;********Parent city falls****************************
PHRASE_parent_city_falls_title 					"[city_name]被毁！"
PHRASE_parent_city_falls_initial_announcement 	"一切都完了，[player_name]。你在母城的代理执政官[leader_name]拼死送出这条消息后就被敌军抓走了：[city_name]完全被摧毁了，什么都没有留下。没有了母城，我们没法再生存下去。我们只能找一块新的土地重建城市了。"
PHRASE_parent_city_falls_no_reason	  			"N/A"

PHRASE_CONDENSED_parent_city_falls_title 					"N/A"
PHRASE_CONDENSED_parent_city_falls_initial_announcement 	"我们的母城[city_name]被征服了！"
PHRASE_CONDENSED_parent_city_falls_no_reason	  			"N/A"



;***********************MISCELLANEOUS EVENTS*******************************
;*********Rebellion continues*************
PHRASE_rebellion_continues_title 					"[city_name]的反叛继续"
PHRASE_rebellion_continues_initial_announcement 	"干得不错，[player_name]，不过我们的实力比你想象的要强！我，你殖民地[city_name]的执政官[leader_name]带领我的士兵击退了你派来了部队。我们不会那么容易屈服的！"
PHRASE_rebellion_continues_no_reason	  			"N/A"

PHRASE_CONDENSED_rebellion_continues_title 					"N/A"
PHRASE_CONDENSED_rebellion_continues_initial_announcement 	"我们的部队在[city_name]被击退；叛乱继续！"
PHRASE_CONDENSED_rebellion_continues_no_reason	  			"N/A"

;**********Demand refused***********
PHRASE_demand_refused_title 					"[city_name]拒绝你的要求"
PHRASE_demand_refused_initial_announcement 	"这么说，[player_name]，你想要[amount]份[item]？你以为我，[city_name]的执政官[leader_name]会给你？你大错特错！我为什么要满足你的要求，你这个傲慢的家伙！"
PHRASE_demand_refused_no_reason	  			"N/A"

PHRASE_CONDENSED_demand_refused_title 					"N/A"
PHRASE_CONDENSED_demand_refused_initial_announcement 	"[city_name]拒绝了你的关于[amount]份[item]的要求！"
PHRASE_CONDENSED_demand_refused_no_reason	  			"N/A"

;**************Gift refused***********
PHRASE_gift_refused_title 					"[city_name]拒绝了你的礼物"
PHRASE_gift_refused_initial_announcement 	"并不是我不接受你的好意，[player_name]，但是够了就真的够了。我[leader_name]，必须告诉你，[city_name]现在一点都不需要[item]！至少在这一段时间里不要再送[itemshort]来了。"
PHRASE_gift_refused_no_reason	  			"N/A"

PHRASE_CONDENSED_gift_refused_title 					"N/A"
PHRASE_CONDENSED_gift_refused_initial_announcement 	"[city_name]拒绝了你送的[amount]份[item]！"
PHRASE_CONDENSED_gift_refused_no_reason	  			"N/A"

;**************Ally has become resentful***********
PHRASE_ally_resentful_title 					"[city_name]对你表示厌恶！"
PHRASE_ally_resentful_initial_announcement 	"我无法让自己把你当作朋友，[player_name]。我，你同盟[city_name]的执政官[leader_name]，无法容忍你最近的一些行为。我对你表示厌恶！"
PHRASE_ally_resentful_no_reason	  			"N/A"

PHRASE_CONDENSED_ally_resentful_title 					"N/A"
PHRASE_CONDENSED_ally_resentful_initial_announcement 	"你的同盟[city_name]对你表示厌恶！"
PHRASE_CONDENSED_ally_resentful_no_reason	  			"N/A"

;**************Rival has become hostile***********
PHRASE_rival_hostile_title 					"[city_name]对你表示敌对！"
PHRASE_rival_hostile_initial_announcement 	"一说到你的名字我就恶心，[player_name]，因为它在我的嘴里留下一股臭味！我，[city_name]的执政官[leader_name]，现在很生你的气！指不定我会做什么！"
PHRASE_rival_hostile_no_reason	  			"N/A"

PHRASE_CONDENSED_rival_hostile_title 					"N/A"
PHRASE_CONDENSED_rival_hostile_initial_announcement 	"[city_name]对你表示敌对！"
PHRASE_CONDENSED_rival_hostile_no_reason	  			"N/A"

;**************Vassal has become rebellious***********
PHRASE_vassal_rebellious_title 					"[city_name]对你很生气！"
PHRASE_vassal_rebellious_initial_announcement 	"最不光彩的[player_name]。我，[leader_name]，以及[city_name]所有的人民都鄙视你！我们准备让你的日子难受一点！"
PHRASE_vassal_rebellious_no_reason	  			"N/A"

PHRASE_CONDENSED_vassal_rebellious_title 					"N/A"
PHRASE_CONDENSED_vassal_rebellious_initial_announcement 	"你的附庸城[city_name]对你很生气！"
PHRASE_CONDENSED_vassal_rebellious_no_reason	  			"N/A"

;**************Colony has become rebellious***********
PHRASE_colony_rebellious_title 					"[city_name]对你很生气！"
PHRASE_colony_rebellious_initial_announcement 	"[player_name]！我，[city_name]的执政官[leader_name]，已经受够你了！你以为自己创建了城市就可以为所欲为了吗？看来有些东西我们得教你一下了！"
PHRASE_colony_rebellious_no_reason	  			"N/A"

PHRASE_CONDENSED_colony_rebellious_title 					"N/A"
PHRASE_CONDENSED_colony_rebellious_initial_announcement 	"你的殖民地[city_name]对你很生气！"
PHRASE_CONDENSED_colony_rebellious_no_reason	  			"N/A"

;**************Parent city has become resentful***********
PHRASE_parent_resentful_title 					"[city_name]对你表示厌恶！"
PHRASE_parent_resentful_initial_announcement 	"也许有些人曾认为你是一个杰出的领导，[player_name]，但是再也不会有了。你的母城[city_name]的人民都认为你最近做的事情太没有德行了。作为你的代理，我[leader_name]必须告诉你，我们厌恶你！"
PHRASE_parent_resentful_no_reason	  			"N/A"

PHRASE_CONDENSED_parent_resentful_title 					"N/A"
PHRASE_CONDENSED_parent_resentful_initial_announcement 	"[city_name]的执政官对你表示厌恶！"
PHRASE_CONDENSED_parent_resentful_no_reason	  			"N/A"

;**************Ally loves you***********
PHRASE_ally_loves_you_title 					"[city_name]热爱你"
PHRASE_ally_loves_you_initial_announcement 	"最天才的[player_name]。我，[city_name]的执政官[leader_name]，认为你是全希腊最出色的人物之一。你是一位杰出的领袖，所有的人都应该向你学习！"
PHRASE_ally_loves_you_no_reason	  			"N/A"

PHRASE_CONDENSED_ally_loves_you_title 					"N/A"
PHRASE_CONDENSED_ally_loves_you_initial_announcement 	"[city_name]热爱你！"
PHRASE_CONDENSED_ally_loves_you_no_reason	  			"N/A"

;**************Rival pleased with you***********
PHRASE_rival_pleased_title 					"[city_name]尊敬你"
PHRASE_rival_pleased_initial_announcement 	"你好，[player_name]！我，[city_name]的执政官[leader_name]，认为你是一个可敬的对手，我尊敬你，至少现在如此。"
PHRASE_rival_pleased_no_reason	  			"N/A"

PHRASE_CONDENSED_rival_pleased_title 					"N/A"
PHRASE_CONDENSED_rival_pleased_initial_announcement 	"[city_name]尊敬你。"
PHRASE_CONDENSED_rival_pleased_no_reason	  			"N/A"

;**************Vassal loves you***********
PHRASE_vassal_loves_you_title 					"[city_name]热爱你"
PHRASE_vassal_loves_you_initial_announcement 	"尊贵的[player_name]。我，[city_name]的执政官[leader_name]，以及我所有的人民都仰慕您！如果我们不能在您的城里居住，那么就让我们成为您的附庸城吧！"
PHRASE_vassal_loves_you_no_reason	  			"N/A"

PHRASE_CONDENSED_vassal_loves_you_title 					"N/A"
PHRASE_CONDENSED_vassal_loves_you_initial_announcement 	"[city_name]热爱你！"
PHRASE_CONDENSED_vassal_loves_you_no_reason	  			"N/A"

;**************Colony loves you***********
PHRASE_colony_loves_you_title 					"[city_name]热爱你"
PHRASE_colony_loves_you_initial_announcement 	"哦，伟大的[player_name]。我，您殖民地[city_name]的执政官[leader_name]，非常欣赏你的领导才能！我每天都感谢命运将我同您连在了一起。"
PHRASE_colony_loves_you_no_reason	  			"N/A"

PHRASE_CONDENSED_colony_loves_you_title 					"N/A"
PHRASE_CONDENSED_colony_loves_you_initial_announcement 	"[city_name]热爱你！"
PHRASE_CONDENSED_colony_loves_you_no_reason	  			"N/A"

;**************Parent city loves you***********
PHRASE_parent_loves_you_title 					"[city_name]热爱你"
PHRASE_parent_loves_you_initial_announcement 	"虽然您远离我们，[player_name]，但是您的母城[city_name]里的所有人都认为，世界将是您的！我，[leader_name]，很荣幸能成为您的代理执政官！"
PHRASE_parent_loves_you_no_reason	  			"N/A"

PHRASE_CONDENSED_parent_loves_you_title 					"N/A"
PHRASE_CONDENSED_parent_loves_you_initial_announcement 	"[city_name]热爱你！"
PHRASE_CONDENSED_parent_loves_you_no_reason	  			"N/A"

;*****************Rival army away from city***********
PHRASE_rival_away_title 					"[city_name]防御薄弱"
PHRASE_rival_away_oracle_prediction 	"你好，[player_name]。我是神谕所无所不知的女祭司，我看见了未来会发生的事情！一年之内，你的[rival_nationality]对手[city_name]的执政官将把他的部队带离城市，这将使城市的防御变得薄弱！"
PHRASE_rival_away_initial_announcement 	"最尊敬的[player_name]，间谍回报说你的[rival_nationality]对手[city_name]的执政官把他大部分兵力都带离了城市，这使他城市的防御变得很薄弱！"
PHRASE_rival_away_no_reason	  			"N/A"

PHRASE_CONDENSED_rival_away_title 					"N/A"
PHRASE_CONDENSED_rival_away_oracle_prediction	 	"先知们预见到[city_name]的部队将离开了驻城。"
PHRASE_CONDENSED_rival_away_initial_announcement 	"你的敌对城市[city_name]的部队已经离开了驻城！"
PHRASE_CONDENSED_rival_away_no_reason	  			"N/A"

;**************Player's city saved***********
PHRASE_players_city_saved_title 					"入侵敌军被击退！"
PHRASE_players_city_saved_initial_announcement 	"好消息，[player_name]！[city_name]的部队遭到我们的重创，在他们的执政官[leader_name]的带领下仓皇逃走！我们的城市安全了！"
PHRASE_players_city_saved_no_reason	  			"N/A"
PHRASE_players_city_saved_init_announcment_comm_monument "这是一个值得庆祝的时刻，[player_name]！来自[city_name]的[nationality]部队被我们勇敢的战士杀得落花流水，[leader_name]的军队丢盔弃甲，落荒而逃！现在你可以建造一座纪念碑来纪念这一伟大的日子！"

PHRASE_CONDENSED_players_city_saved_title 					"N/A"
PHRASE_CONDENSED_players_city_saved_initial_announcement 	"来自[city_name]的侵略部队被击退！"
PHRASE_CONDENSED_players_city_saved_no_reason	  			"N/A"
PHRASE_CONDENSED_players_city_saved_init_announcment_comm_monument "我们的城市保住了！建造一座纪念碑！"

;**************Player's conquest fails***********
PHRASE_players_conquest_fails_title 					"进攻[city_name]的部队被击退"
PHRASE_players_conquest_fails_initial_announcement 	"坏消息，[player_name]。来自[city_name]的[nationality]部队在他们的执政官[leader_name]的领导下把我们派去的部队击败了。我们没能将他们兼并过来。"
PHRASE_players_conquest_fails_no_reason	  			"N/A"

PHRASE_CONDENSED_players_conquest_fails_title 					"N/A"
PHRASE_CONDENSED_players_conquest_fails_initial_announcement 	"我们去进攻[city_name]的部队被击退！"
PHRASE_CONDENSED_players_conquest_fails_no_reason	  			"N/A"

;**************Strike unsuccessful***********
PHRASE_strike_unsuccessful_title 					"袭击[rival_city_name]的行动失败"
PHRASE_strike_unsuccessful_initial_announcement 	"亲爱的[player_name]，我们已经拼尽了全力，但是您发起的袭击[rival_city_name]的行动没有成功。我，[city_name]的执政官[leader_name]，收拾起我剩余的部队准备回城去了。"
PHRASE_strike_unsuccessful_no_reason	  			"N/A"

PHRASE_CONDENSED_strike_unsuccessful_title 					"N/A"
PHRASE_CONDENSED_strike_unsuccessful_initial_announcement 	"袭击[rival_city_name]的行动失败！"
PHRASE_CONDENSED_strike_unsuccessful_no_reason	  			"N/A"

;**************Army returns***********
PHRASE_army_returns_title 					"战士从[city_name]返回"
PHRASE_army_returns_initial_announcement 	"你好，[player_name]。你勇敢的战士风尘仆仆地从[city_name]回来了。"
PHRASE_army_returns_no_reason	  			"N/A"

PHRASE_CONDENSED_army_returns_title 					"N/A"
PHRASE_CONDENSED_army_returns_initial_announcement 	"你的战士从[city_name]返回。"
PHRASE_CONDENSED_army_returns_no_reason	  			"N/A"

;************* Strike *************
PHRASE_strike_force_sets_forth_title 					"袭击部队向[rival_city_name]进发"
PHRASE_strike_force_sets_forth_initial_announcement 	"吹响战斗的号角吧，[player_name]。我，[city_name]的执政官[leader_name]，已经如你所要求的，派出士兵去袭击[rival_nationality]的[rival_city_name]了。但愿我们能够凯旋而归！"
